,sp_count,up_count,title_cha,title_word,cha_word,up_cha,up_word,bad_word,class
77,0.0,10.0,52.0,12.0,4.3,19.0,83.0,0.0,1
78,6.0,8.0,54.0,8.0,6.8,14.0,100.0,0.0,0
79,1.0,2.0,37.0,8.0,4.6,5.0,25.0,1.0,0
80,1.0,8.0,75.0,14.0,5.4,10.0,57.0,0.0,0
81,0.0,4.0,46.0,10.0,4.6,8.0,40.0,0.0,1
82,4.0,12.0,69.0,15.0,4.6,17.0,80.0,0.0,0
83,2.0,13.0,77.0,16.0,4.8,16.0,81.0,0.0,0
84,0.0,11.0,75.0,12.0,6.2,14.0,91.0,0.0,0
85,2.0,17.0,80.0,17.0,4.7,21.0,100.0,0.0,1
86,0.0,8.0,43.0,8.0,5.4,18.0,100.0,0.0,0
87,2.0,14.0,65.0,15.0,4.3,21.0,93.0,0.0,1
88,3.0,12.0,79.0,12.0,6.6,15.0,100.0,0.0,0
89,3.0,12.0,74.0,15.0,4.9,16.0,80.0,0.0,1
90,1.0,13.0,66.0,13.0,5.1,19.0,100.0,0.0,0
91,1.0,10.0,55.0,10.0,5.5,18.0,100.0,0.0,1
92,0.0,11.0,59.0,9.0,6.6,18.0,122.0,0.0,1
93,0.0,4.0,58.0,10.0,5.8,6.0,40.0,0.0,0
94,0.0,4.0,52.0,10.0,5.2,7.0,40.0,0.0,0
95,0.0,13.0,97.0,17.0,5.7,13.0,76.0,0.0,1
96,3.0,4.0,53.0,9.0,5.9,7.0,44.0,0.0,0
97,1.0,15.0,83.0,15.0,5.5,18.0,100.0,0.0,0
98,0.0,2.0,28.0,5.0,5.6,7.0,40.0,0.0,0
99,3.0,3.0,86.0,19.0,4.5,3.0,15.0,0.0,0
100,4.0,11.0,72.0,14.0,5.1,15.0,78.0,0.0,0
101,2.0,13.0,81.0,15.0,5.4,16.0,86.0,0.0,0
102,4.0,4.0,66.0,12.0,5.5,6.0,33.0,0.0,0
103,7.0,9.0,103.0,20.0,5.2,8.0,45.0,0.0,1
104,2.0,14.0,66.0,15.0,4.4,21.0,93.0,0.0,0
105,1.0,1.0,92.0,21.0,4.4,1.0,4.0,0.0,0
106,2.0,8.0,56.0,9.0,6.2,14.0,88.0,0.0,0
107,3.0,5.0,57.0,11.0,5.2,8.0,45.0,0.0,0
108,1.0,9.0,56.0,10.0,5.6,16.0,90.0,0.0,0
109,1.0,10.0,43.0,8.0,5.4,23.0,125.0,0.0,0
110,3.0,14.0,76.0,15.0,5.1,18.0,93.0,0.0,0
111,0.0,8.0,53.0,10.0,5.3,15.0,80.0,0.0,0
112,1.0,8.0,44.0,11.0,4.0,18.0,72.0,0.0,0
113,1.0,4.0,42.0,8.0,5.2,9.0,50.0,0.0,0
114,3.0,13.0,71.0,13.0,5.5,18.0,100.0,0.0,0
115,1.0,8.0,41.0,6.0,6.8,19.0,133.0,0.0,0
116,1.0,7.0,44.0,9.0,4.9,15.0,77.0,0.0,1
117,0.0,3.0,52.0,11.0,4.7,5.0,27.0,0.0,0
118,5.0,10.0,75.0,16.0,4.7,13.0,62.0,0.0,1
119,2.0,9.0,58.0,10.0,5.8,15.0,90.0,0.0,0
120,6.0,16.0,85.0,16.0,5.3,18.0,100.0,0.0,1
121,1.0,15.0,86.0,17.0,5.1,17.0,88.0,1.0,0
122,3.0,11.0,54.0,10.0,5.4,20.0,110.0,0.0,0
123,3.0,13.0,70.0,14.0,5.0,18.0,92.0,0.0,0
124,1.0,8.0,75.0,16.0,4.7,10.0,50.0,0.0,0
125,0.0,4.0,42.0,8.0,5.2,9.0,50.0,0.0,0
126,0.0,9.0,43.0,9.0,4.8,20.0,100.0,0.0,1
127,2.0,10.0,52.0,10.0,5.2,19.0,100.0,0.0,0
128,6.0,16.0,90.0,17.0,5.3,17.0,94.0,0.0,0
129,5.0,11.0,83.0,13.0,6.4,13.0,84.0,0.0,0
130,0.0,7.0,37.0,8.0,4.6,18.0,87.0,0.0,0
131,0.0,11.0,54.0,12.0,4.5,20.0,91.0,0.0,0
132,4.0,12.0,72.0,10.0,7.2,16.0,120.0,0.0,1
133,0.0,4.0,44.0,11.0,4.0,9.0,36.0,0.0,0
134,7.0,13.0,81.0,15.0,5.4,16.0,86.0,0.0,0
135,2.0,5.0,40.0,7.0,5.7,12.0,71.0,0.0,0
136,1.0,6.0,57.0,12.0,4.8,10.0,50.0,0.0,0
137,0.0,4.0,28.0,4.0,7.0,14.0,100.0,0.0,0
138,2.0,15.0,69.0,14.0,4.9,21.0,107.0,0.0,0
139,0.0,10.0,64.0,13.0,4.9,15.0,76.0,0.0,0
140,1.0,7.0,72.0,14.0,5.1,9.0,50.0,0.0,1
141,1.0,11.0,75.0,13.0,5.8,14.0,84.0,0.0,0
142,3.0,12.0,60.0,14.0,4.3,20.0,85.0,0.0,0
143,1.0,6.0,61.0,11.0,5.5,9.0,54.0,0.0,0
144,5.0,18.0,86.0,17.0,5.1,20.0,105.0,0.0,0
145,1.0,4.0,42.0,9.0,4.7,9.0,44.0,0.0,0
146,0.0,11.0,58.0,11.0,5.3,18.0,100.0,0.0,1
147,1.0,11.0,34.0,5.0,6.8,32.0,220.0,0.0,0
148,2.0,13.0,71.0,15.0,4.7,18.0,86.0,0.0,1
149,0.0,4.0,27.0,5.0,5.4,14.0,80.0,0.0,0
150,2.0,12.0,65.0,11.0,5.9,18.0,109.0,0.0,1
151,10.0,10.0,89.0,12.0,7.4,11.0,83.0,0.0,0
152,4.0,12.0,76.0,18.0,4.2,15.0,66.0,0.0,0
153,1.0,12.0,65.0,11.0,5.9,18.0,109.0,0.0,0
154,0.0,12.0,73.0,13.0,5.6,16.0,92.0,0.0,0
155,2.0,13.0,82.0,14.0,5.9,15.0,92.0,0.0,0
156,5.0,115.0,126.0,23.0,5.5,91.0,500.0,0.0,0
157,0.0,2.0,57.0,13.0,4.4,3.0,15.0,0.0,0
158,0.0,2.0,14.0,2.0,7.0,14.0,100.0,0.0,0
159,4.0,9.0,60.0,9.0,6.7,15.0,100.0,0.0,0
160,2.0,7.0,41.0,10.0,4.1,17.0,70.0,0.0,0
161,2.0,3.0,21.0,4.0,5.2,14.0,75.0,0.0,0
162,0.0,10.0,64.0,11.0,5.8,15.0,90.0,0.0,1
163,0.0,9.0,46.0,9.0,5.1,19.0,100.0,0.0,1
164,1.0,2.0,69.0,11.0,6.3,2.0,18.0,0.0,0
165,0.0,4.0,39.0,8.0,4.9,10.0,50.0,0.0,1
166,3.0,5.0,113.0,20.0,5.6,4.0,25.0,0.0,1
167,0.0,8.0,58.0,10.0,5.8,13.0,80.0,0.0,0
168,0.0,8.0,46.0,9.0,5.1,17.0,88.0,0.0,0
169,0.0,4.0,27.0,4.0,6.8,14.0,100.0,0.0,1
170,1.0,2.0,46.0,6.0,7.7,4.0,33.0,0.0,0
171,0.0,10.0,49.0,11.0,4.5,20.0,90.0,0.0,0
172,0.0,5.0,11.0,2.0,5.5,45.0,250.0,0.0,0
173,4.0,11.0,62.0,12.0,5.2,17.0,91.0,0.0,0
174,1.0,4.0,72.0,14.0,5.1,5.0,28.0,0.0,1
175,0.0,11.0,62.0,13.0,4.8,17.0,84.0,0.0,1
176,2.0,4.0,83.0,17.0,4.9,4.0,23.0,0.0,0
177,0.0,8.0,42.0,10.0,4.2,19.0,80.0,0.0,0
178,0.0,9.0,55.0,11.0,5.0,16.0,81.0,0.0,1
179,2.0,2.0,48.0,8.0,6.0,4.0,25.0,0.0,0
180,3.0,15.0,86.0,15.0,5.7,17.0,100.0,0.0,0
181,2.0,4.0,47.0,10.0,4.7,8.0,40.0,0.0,0
182,1.0,10.0,65.0,12.0,5.4,15.0,83.0,0.0,0
183,4.0,5.0,66.0,12.0,5.5,7.0,41.0,0.0,0
184,13.0,9.0,68.0,11.0,6.2,13.0,81.0,0.0,0
185,2.0,5.0,19.0,4.0,4.8,26.0,125.0,0.0,0
186,2.0,17.0,54.0,11.0,4.9,31.0,154.0,0.0,1
187,2.0,15.0,82.0,16.0,5.1,18.0,93.0,0.0,0
188,0.0,8.0,45.0,9.0,5.0,17.0,88.0,0.0,1
189,3.0,13.0,71.0,14.0,5.1,18.0,92.0,0.0,0
190,1.0,11.0,58.0,11.0,5.3,18.0,100.0,0.0,0
191,0.0,12.0,79.0,15.0,5.3,15.0,80.0,0.0,0
192,1.0,2.0,9.0,2.0,4.5,22.0,100.0,0.0,0
193,5.0,16.0,70.0,18.0,3.9,22.0,88.0,0.0,0
194,3.0,6.0,44.0,7.0,6.3,13.0,85.0,0.0,0
195,2.0,10.0,66.0,11.0,6.0,15.0,90.0,0.0,1
196,3.0,10.0,68.0,10.0,6.8,14.0,100.0,0.0,0
197,0.0,12.0,67.0,14.0,4.8,17.0,85.0,0.0,1
198,1.0,2.0,69.0,12.0,5.8,2.0,16.0,0.0,0
199,1.0,14.0,83.0,17.0,4.9,16.0,82.0,0.0,0
200,1.0,12.0,63.0,12.0,5.2,19.0,100.0,0.0,0
201,0.0,2.0,13.0,2.0,6.5,15.0,100.0,0.0,0
202,0.0,6.0,34.0,6.0,5.7,17.0,100.0,0.0,0
203,1.0,12.0,55.0,12.0,4.6,21.0,100.0,0.0,0
204,0.0,15.0,88.0,16.0,5.5,17.0,93.0,0.0,0
205,2.0,10.0,53.0,11.0,4.8,18.0,90.0,0.0,0
206,0.0,3.0,55.0,10.0,5.5,5.0,30.0,0.0,1
207,7.0,20.0,89.0,18.0,4.9,22.0,111.0,0.0,0
208,2.0,16.0,62.0,15.0,4.1,25.0,106.0,0.0,1
209,2.0,17.0,101.0,22.0,4.6,16.0,77.0,1.0,0
210,5.0,16.0,70.0,18.0,3.9,22.0,88.0,0.0,0
211,0.0,2.0,10.0,2.0,5.0,20.0,100.0,0.0,0
212,2.0,8.0,54.0,8.0,6.8,14.0,100.0,0.0,0
213,0.0,13.0,57.0,12.0,4.8,22.0,108.0,0.0,0
214,1.0,4.0,80.0,13.0,6.2,5.0,30.0,0.0,0
215,2.0,13.0,80.0,16.0,5.0,16.0,81.0,0.0,0
216,1.0,4.0,74.0,13.0,5.7,5.0,30.0,0.0,0
217,1.0,4.0,69.0,14.0,4.9,5.0,28.0,0.0,0
218,0.0,3.0,58.0,10.0,5.8,5.0,30.0,0.0,0
219,0.0,7.0,65.0,15.0,4.3,10.0,46.0,0.0,1
220,1.0,15.0,71.0,14.0,5.1,21.0,107.0,0.0,0
221,3.0,14.0,79.0,16.0,4.9,17.0,87.0,0.0,1
222,1.0,12.0,69.0,16.0,4.3,17.0,75.0,0.0,0
223,0.0,2.0,10.0,2.0,5.0,20.0,100.0,0.0,0
224,4.0,12.0,86.0,14.0,6.1,13.0,85.0,0.0,0
225,2.0,10.0,53.0,11.0,4.8,18.0,90.0,0.0,0
226,0.0,7.0,48.0,8.0,6.0,14.0,87.0,0.0,0
227,4.0,14.0,62.0,16.0,3.9,22.0,87.0,0.0,0
228,1.0,2.0,63.0,10.0,6.3,3.0,20.0,0.0,0
229,0.0,5.0,27.0,6.0,4.5,18.0,83.0,0.0,0
230,0.0,10.0,53.0,12.0,4.4,18.0,83.0,0.0,0
231,5.0,10.0,67.0,11.0,6.1,14.0,90.0,0.0,1
232,4.0,11.0,79.0,14.0,5.6,13.0,78.0,0.0,0
233,0.0,10.0,65.0,10.0,6.5,15.0,100.0,0.0,0
234,0.0,2.0,55.0,10.0,5.5,3.0,20.0,0.0,0
235,0.0,8.0,57.0,10.0,5.7,14.0,80.0,0.0,0
236,0.0,3.0,62.0,11.0,5.6,4.0,27.0,0.0,0
237,1.0,10.0,46.0,10.0,4.6,21.0,100.0,0.0,0
238,3.0,5.0,73.0,12.0,6.1,6.0,41.0,0.0,0
239,0.0,15.0,74.0,14.0,5.3,20.0,107.0,0.0,0
240,2.0,13.0,65.0,14.0,4.6,20.0,92.0,0.0,0
241,4.0,18.0,98.0,19.0,5.2,18.0,94.0,0.0,0
242,4.0,15.0,85.0,17.0,5.0,17.0,88.0,0.0,1
243,3.0,18.0,88.0,16.0,5.5,20.0,112.0,0.0,1
244,0.0,10.0,36.0,9.0,4.0,27.0,111.0,0.0,0
245,0.0,4.0,59.0,11.0,5.4,6.0,36.0,0.0,0
246,0.0,2.0,13.0,2.0,6.5,15.0,100.0,0.0,0
247,0.0,3.0,53.0,10.0,5.3,5.0,30.0,0.0,0
248,3.0,11.0,71.0,16.0,4.4,15.0,68.0,0.0,0
249,0.0,16.0,72.0,16.0,4.5,22.0,100.0,0.0,0
250,2.0,15.0,78.0,15.0,5.2,19.0,100.0,0.0,0
251,1.0,9.0,46.0,9.0,5.1,19.0,100.0,0.0,0
252,3.0,3.0,44.0,7.0,6.3,6.0,42.0,0.0,0
253,0.0,11.0,64.0,16.0,4.0,17.0,68.0,0.0,0
254,1.0,5.0,44.0,9.0,4.9,11.0,55.0,0.0,1
255,0.0,6.0,65.0,14.0,4.6,9.0,42.0,0.0,0
256,3.0,15.0,82.0,16.0,5.1,18.0,93.0,0.0,1
257,1.0,11.0,65.0,11.0,5.9,16.0,100.0,0.0,1
258,5.0,3.0,97.0,19.0,5.1,3.0,15.0,0.0,0
259,0.0,5.0,42.0,7.0,6.0,11.0,71.0,0.0,0
260,3.0,14.0,76.0,16.0,4.8,18.0,87.0,0.0,1
261,1.0,9.0,54.0,12.0,4.5,16.0,75.0,0.0,0
262,5.0,14.0,71.0,14.0,5.1,19.0,100.0,0.0,1
263,0.0,3.0,35.0,6.0,5.8,8.0,50.0,0.0,1
264,1.0,14.0,84.0,15.0,5.6,16.0,93.0,0.0,0
265,1.0,8.0,42.0,9.0,4.7,19.0,88.0,0.0,0
266,2.0,6.0,29.0,6.0,4.8,20.0,100.0,0.0,0
267,1.0,10.0,65.0,12.0,5.4,15.0,83.0,0.0,0
268,2.0,13.0,60.0,13.0,4.6,21.0,100.0,0.0,0
269,2.0,13.0,77.0,14.0,5.5,16.0,92.0,0.0,1
270,1.0,1.0,31.0,6.0,5.2,3.0,16.0,0.0,0
271,0.0,5.0,14.0,3.0,4.7,35.0,166.0,0.0,0
272,1.0,4.0,50.0,11.0,4.5,8.0,36.0,0.0,0
273,3.0,7.0,35.0,8.0,4.4,20.0,87.0,0.0,0
274,1.0,10.0,33.0,7.0,4.7,30.0,142.0,0.0,1
275,2.0,11.0,71.0,13.0,5.5,15.0,84.0,0.0,0
276,1.0,6.0,59.0,13.0,4.5,10.0,46.0,0.0,1
277,0.0,3.0,53.0,8.0,6.6,5.0,37.0,0.0,0
278,0.0,2.0,15.0,2.0,7.5,13.0,100.0,0.0,0
279,0.0,14.0,71.0,13.0,5.5,19.0,107.0,0.0,1
280,0.0,13.0,52.0,13.0,4.0,25.0,100.0,0.0,0
281,1.0,11.0,65.0,12.0,5.4,16.0,91.0,0.0,0
282,0.0,4.0,26.0,5.0,5.2,15.0,80.0,0.0,0
283,1.0,5.0,47.0,9.0,5.2,10.0,55.0,0.0,0
284,0.0,4.0,45.0,9.0,5.0,8.0,44.0,0.0,0
285,1.0,9.0,55.0,11.0,5.0,16.0,81.0,0.0,0
286,3.0,7.0,43.0,8.0,5.4,16.0,87.0,0.0,1
287,0.0,2.0,9.0,2.0,4.5,22.0,100.0,0.0,0
288,1.0,6.0,37.0,7.0,5.3,16.0,85.0,0.0,1
289,2.0,5.0,28.0,5.0,5.6,17.0,100.0,0.0,0
290,0.0,12.0,82.0,16.0,5.1,14.0,75.0,0.0,0
291,0.0,3.0,25.0,5.0,5.0,12.0,60.0,0.0,0
292,0.0,7.0,47.0,7.0,6.7,14.0,100.0,0.0,1
293,3.0,6.0,64.0,14.0,4.6,9.0,42.0,0.0,0
294,2.0,11.0,58.0,11.0,5.3,18.0,100.0,0.0,0
295,1.0,13.0,61.0,13.0,4.7,21.0,100.0,0.0,0
296,2.0,6.0,62.0,12.0,5.2,9.0,50.0,0.0,1
297,1.0,3.0,74.0,15.0,4.9,4.0,20.0,0.0,0
298,1.0,4.0,63.0,11.0,5.7,6.0,36.0,0.0,1
299,0.0,3.0,44.0,9.0,4.9,6.0,33.0,0.0,0
300,5.0,9.0,42.0,8.0,5.2,21.0,112.0,0.0,0
301,3.0,15.0,81.0,13.0,6.2,18.0,115.0,0.0,0
302,0.0,5.0,49.0,9.0,5.4,10.0,55.0,0.0,0
303,0.0,2.0,9.0,2.0,4.5,22.0,100.0,0.0,0
304,3.0,13.0,85.0,15.0,5.7,15.0,86.0,0.0,1
305,4.0,10.0,62.0,11.0,5.6,16.0,90.0,0.0,0
306,2.0,13.0,59.0,13.0,4.5,22.0,100.0,0.0,0
307,1.0,10.0,67.0,13.0,5.2,14.0,76.0,0.0,0
308,2.0,17.0,72.0,15.0,4.8,23.0,113.0,0.0,0
309,1.0,13.0,76.0,15.0,5.1,17.0,86.0,0.0,0
310,0.0,9.0,62.0,12.0,5.2,14.0,75.0,0.0,0
311,2.0,10.0,70.0,13.0,5.4,14.0,76.0,0.0,0
312,2.0,4.0,41.0,8.0,5.1,9.0,50.0,0.0,0
313,4.0,14.0,71.0,14.0,5.1,19.0,100.0,0.0,1
314,2.0,2.0,22.0,5.0,4.4,9.0,40.0,0.0,0
315,3.0,10.0,65.0,15.0,4.3,15.0,66.0,0.0,0
316,4.0,4.0,72.0,15.0,4.8,5.0,26.0,0.0,1
317,1.0,10.0,49.0,11.0,4.5,20.0,90.0,0.0,0
318,0.0,14.0,67.0,14.0,4.8,20.0,100.0,0.0,1
319,0.0,2.0,52.0,8.0,6.5,3.0,25.0,0.0,0
320,4.0,12.0,60.0,13.0,4.6,20.0,92.0,0.0,0
321,4.0,6.0,80.0,15.0,5.3,7.0,40.0,0.0,0
322,3.0,12.0,59.0,13.0,4.5,20.0,92.0,0.0,0
323,1.0,5.0,47.0,9.0,5.2,10.0,55.0,0.0,1
324,1.0,8.0,32.0,8.0,4.0,25.0,100.0,0.0,0
325,0.0,9.0,53.0,9.0,5.9,16.0,100.0,0.0,1
326,0.0,6.0,36.0,6.0,6.0,16.0,100.0,0.0,0
327,0.0,9.0,61.0,12.0,5.1,14.0,75.0,0.0,0
328,7.0,11.0,71.0,14.0,5.1,15.0,78.0,0.0,0
329,2.0,10.0,69.0,12.0,5.8,14.0,83.0,0.0,1
330,3.0,14.0,68.0,16.0,4.2,20.0,87.0,0.0,1
331,0.0,10.0,60.0,11.0,5.5,16.0,90.0,0.0,0
332,1.0,5.0,45.0,10.0,4.5,11.0,50.0,1.0,1
333,0.0,2.0,66.0,15.0,4.4,3.0,13.0,0.0,0
334,1.0,17.0,97.0,21.0,4.6,17.0,80.0,0.0,0
335,0.0,9.0,62.0,13.0,4.8,14.0,69.0,0.0,0
336,1.0,12.0,53.0,11.0,4.8,22.0,109.0,0.0,0
337,1.0,7.0,50.0,8.0,6.2,14.0,87.0,0.0,0
338,2.0,5.0,28.0,5.0,5.6,17.0,100.0,0.0,1
339,0.0,9.0,62.0,13.0,4.8,14.0,69.0,0.0,0
340,5.0,12.0,74.0,14.0,5.3,16.0,85.0,0.0,1
341,0.0,2.0,11.0,2.0,5.5,18.0,100.0,0.0,0
342,1.0,3.0,33.0,6.0,5.5,9.0,50.0,0.0,1
343,0.0,11.0,61.0,11.0,5.5,18.0,100.0,0.0,0
344,4.0,5.0,59.0,13.0,4.5,8.0,38.0,0.0,0
345,0.0,10.0,56.0,10.0,5.6,17.0,100.0,0.0,0
346,2.0,14.0,83.0,16.0,5.2,16.0,87.0,0.0,0
347,0.0,3.0,21.0,5.0,4.2,14.0,60.0,0.0,0
348,0.0,9.0,57.0,11.0,5.2,15.0,81.0,0.0,0
349,3.0,14.0,79.0,17.0,4.6,17.0,82.0,0.0,0
350,0.0,13.0,74.0,13.0,5.7,17.0,100.0,0.0,0
351,1.0,6.0,49.0,8.0,6.1,12.0,75.0,0.0,1
352,0.0,3.0,19.0,4.0,4.8,15.0,75.0,0.0,0
353,3.0,4.0,50.0,10.0,5.0,8.0,40.0,0.0,0
354,3.0,10.0,60.0,11.0,5.5,16.0,90.0,0.0,1
355,0.0,19.0,73.0,14.0,5.2,26.0,135.0,0.0,0
356,0.0,4.0,64.0,12.0,5.3,6.0,33.0,0.0,0
357,0.0,9.0,63.0,10.0,6.3,14.0,90.0,0.0,0
358,0.0,20.0,69.0,14.0,4.9,28.0,142.0,1.0,0
359,3.0,5.0,75.0,13.0,5.8,6.0,38.0,0.0,0
360,1.0,23.0,115.0,24.0,4.8,20.0,95.0,0.0,0
361,0.0,5.0,60.0,12.0,5.0,8.0,41.0,0.0,0
362,1.0,5.0,47.0,9.0,5.2,10.0,55.0,0.0,0
363,2.0,11.0,64.0,11.0,5.8,17.0,100.0,0.0,0
364,2.0,3.0,64.0,14.0,4.6,4.0,21.0,0.0,0
365,0.0,3.0,29.0,6.0,4.8,10.0,50.0,0.0,1
366,1.0,13.0,76.0,13.0,5.8,17.0,100.0,0.0,0
367,1.0,3.0,46.0,10.0,4.6,6.0,30.0,0.0,0
368,0.0,7.0,79.0,15.0,5.3,8.0,46.0,0.0,1
369,2.0,15.0,68.0,15.0,4.5,22.0,100.0,0.0,0
370,2.0,6.0,58.0,11.0,5.3,10.0,54.0,0.0,0
371,1.0,13.0,72.0,14.0,5.1,18.0,92.0,0.0,1
372,1.0,13.0,62.0,12.0,5.2,20.0,108.0,0.0,1
373,2.0,4.0,49.0,9.0,5.4,8.0,44.0,0.0,0
374,1.0,2.0,86.0,19.0,4.5,2.0,10.0,0.0,0
375,0.0,13.0,67.0,14.0,4.8,19.0,92.0,0.0,0
376,1.0,10.0,56.0,12.0,4.7,17.0,83.0,0.0,0
377,1.0,11.0,54.0,11.0,4.9,20.0,100.0,0.0,0
378,1.0,9.0,55.0,13.0,4.2,16.0,69.0,0.0,0
379,4.0,9.0,69.0,12.0,5.8,13.0,75.0,0.0,0
380,4.0,19.0,104.0,21.0,5.0,18.0,90.0,0.0,0
381,2.0,12.0,72.0,9.0,8.0,16.0,133.0,0.0,0
382,2.0,8.0,44.0,10.0,4.4,18.0,80.0,0.0,0
383,1.0,2.0,49.0,10.0,4.9,4.0,20.0,0.0,1
384,1.0,9.0,53.0,9.0,5.9,16.0,100.0,0.0,0
385,0.0,2.0,81.0,16.0,5.1,2.0,12.0,0.0,0
